13139, 37.3253889, -79.2012222
14193, 30.4734256, -87.1866122
11049, 30.5885833, -96.3638333
15502, 34.667694, -90.36767
10754, 71.2848889, -156.7685833
10918, 37.7009664, -113.0988458
11699, 34.1853611, -79.7238889
11150, 32.5163333, -84.9388611
15411, 32.3538333, -95.4026944
10157, 40.9778333, -124.1084722
10423, 30.1945278, -97.6698889
13796, 37.7213056, -122.2207222
14674, 35.6171111, -106.0894167
12436, 35.6587413, -117.8295325
10158, 39.4575833, -74.5771667
15401, 33.4537222, -93.9910278
14027, 26.6831667, -80.0955833
11003, 41.8846886, -91.7107986
15096, 43.1111944, -76.1063056
12280, 43.5137222, -112.0707500
11996, 34.8956667, -82.2188611
15323, 36.4751944, -82.4074167
11002, 39.7953889, -121.8584167
14635, 26.5361667, -81.7551667
13873, 64.5121944, -165.4452778
11481, 30.3582500, -85.7956111
14252, 46.2646944, -119.1190278
14576, 43.1191421, -77.6718693
13076, 43.8792778, -91.2566389
14696, 41.7082222, -86.3173333
10627, 46.7727222, -100.7457500
11233, 41.1556389, -104.8104722
14905, 34.8999444, -120.4580833
11203, 44.7776237, -89.6667780
14986, 27.3954444, -82.5543889
14100, 39.8722494, -75.2408658
14543, 41.5942222, -109.0651944
11308, 31.3210278, -85.4494722
11041, 33.1282500, -117.2800833
11697, 26.0725962, -80.1527414
10666, 48.7926944, -122.5375278
11898, 47.9472778, -97.1737778
12339, 39.7172991, -86.2946612
15624, 30.4832194, -86.5260443
14108, 40.6641944, -89.6932500
14098, 37.1318889, -76.4929722
11618, 40.6925000, -74.1686667
10685, 40.4771111, -88.9159167
15412, 35.8109722, -83.9940278
14006, 37.0602875, -88.7729583
13830, 20.8986497, -156.4304579
13256, 26.1758333, -98.2386111
12363, 32.8342222, -115.5787500
12173, 21.3186813, -157.9224287
11637, 46.9206500, -96.8157639
10721, 42.3629722, -71.0064167
11624, 24.5561111, -81.7595556
10146, 31.5355278, -84.1944722
15841, 56.4843333, -132.3698333
11973, 30.4072778, -89.0700833
13158, 31.9425278, -102.2019167
10577, 42.2084429, -75.9796073
10408, 44.2580833, -88.5190833
13204, 28.4293889, -81.3090000
11630, 64.8151111, -147.8564444
11865, 44.3489167, -105.5393611
13277, 32.3006389, -86.3939722
11641, 34.9912222, -78.8802778
12016, 13.4839526, 144.7971321
13264, 42.3742222, -122.8735000
10257, 42.7491111, -73.8019722
14256, 56.8014722, -132.9462222
10581, 44.8074444, -68.8281389
11423, 41.5339722, -93.6630833
11111, 38.8180931, -92.2196292
11057, 35.2137407, -80.9490690
13424, 37.6258333, -120.9544167
13964, 43.4169444, -124.2470278
14057, 45.5887089, -122.5968694
12451, 30.4940556, -81.6878333
14893, 38.6954444, -121.5907778
15249, 30.3967500, -84.3508611
12819, 55.3540833, -131.7112222
11267, 39.9022500, -84.2194167
11298, 32.8968281, -97.0379958
12945, 38.0367500, -84.6086389
15380, 44.7416389, -85.5823611
11823, 40.9784722, -85.1951667
10397, 33.6366995, -84.4278639
14112, 27.9099993, -82.6875447
12003, 47.4826539, -111.3706100
15919, 36.2815794, -94.3077664
14307, 41.7239992, -71.4282211
15370, 36.1983889, -95.8881111
14908, 33.6756667, -117.8682222
12478, 40.6397511, -73.7789256
11413, 37.1515167, -107.7537692
14960, 33.9888028, -98.4919028
15041, 43.5037778, -114.2955556
10930, 41.7801667, -124.2365278
11953, 29.6900556, -82.2717778
12007, 33.4482778, -88.5913889
14254, 18.0083056, -66.5630000
12156, 46.6068056, -111.9827500
15070, 41.5041111, -74.1048333
12448, 32.3111667, -90.0758889
12915, 30.1260833, -93.2234167
10136, 32.4113333, -99.6818889
14689, 34.4261944, -119.8415000
11076, 47.1684172, -88.4890608
13230, 40.1931907, -76.7626206
14698, 35.2372659, -120.6425974
14831, 37.3626667, -121.9291111
13495, 29.9932778, -90.2590278
11292, 39.8616667, -104.6731667
14730, 38.1740858, -85.7364989
10155, 31.6121944, -97.2303056
13970, 66.8846944, -162.5985000
11067, 40.0388333, -88.2778056
15389, 42.4818056, -114.4877500
10529, 41.9391451, -72.6833713
10431, 35.4361944, -82.5418056
15177, 37.9538056, -107.9087500
13502, 38.5098056, -107.8942500
14262, 33.8296667, -116.5066944
11982, 31.0672500, -97.8289167
14679, 32.7335556, -117.1896667
